objekt_id,n_verts,n_faces,bbox_x,bbox_y,bbox_z,vol_bbox,vol_hull,vol_mesh,area,sphericity,fill_ratio,vert_centroid_norm,inertia_smallest,inertia_middle,inertia_largest,inertia_ratio,complexity,is_watertight,load_error
NMK.2016.0144,300686,601412,1.0460618138313293,0.9099999964237213,0.7907179594039917,0.7526972722291811,0.3896139091176603,0.01612363200912692,1.9158185640961403,0.8444463718392108,0.5176236496297952,0.48319503341162306,0.02613012102288304,0.04129602360609689,0.04549596428453963,0.5743393163283834,5.195758830518838,1.0,
NMK.2017.0169,146657,293324,1.4800370335578918,0.46000000834465027,0.5773932337760925,0.393099156831641,0.1304299719404699,nan,1.7025049681375233,0.6579443689046295,0.3317991648512522,0.3502017696908033,0.002784870702567251,0.017440823183166757,0.018687882857881966,0.14902012837653675,4.935214408952567,0.0,
NMK.2018.0110,244155,488316,0.5372463464736938,0.7849999964237213,0.531652182340622,0.2242181301359672,0.13218958137014622,nan,0.8575755146157983,0.8373580188055436,0.5895579509559984,0.5187770230238965,0.0039650925300134775,0.007716679617522183,0.007859711311709476,0.5044832275335919,5.4543932499322025,0.0,
NMK.2018.0221,265531,531076,0.5333051085472107,0.9300000071525574,0.5100254416465759,0.2529592333183143,0.16433157750094626,nan,1.305855325774592,0.8265046827815621,0.6496366048601896,0.5185316907219975,0.005625661409611597,0.01114733114734965,0.011646662698563574,0.48302776127494707,5.308220166428143,0.0,
NMK.2018.0382,160374,320748,0.3586924076080322,0.8300000131130219,0.4844428598880768,0.14422576216087019,0.1122217294157883,0.01106518988255134,0.6977697675946228,0.7821614713452002,0.7780976694761064,0.49943525123165106,0.002990428043442574,0.00618891426764987,0.006810605875105015,0.43908399609109133,5.361421812622,1.0,
NMK.2018.0383,268289,536592,0.5315034687519073,0.785999983549118,0.5516493618488312,0.2304579849714829,0.13942023008772075,nan,0.948529172543677,0.8111320980895804,0.6049702730194954,0.471889088817263,0.004949240587333093,0.007752893102739358,0.007758765778214536,0.6378901914051622,5.4515521743196995,0.0,
NMK.2018.0423,239455,478964,0.5809699594974518,0.7599999904632568,0.44908255338668823,0.19828663687940873,0.10518317601746546,nan,0.7150133861338315,0.7980556637298337,0.5304602351061829,0.5512875245985712,0.003052466679765482,0.004748810057821978,0.0054223847519493246,0.562938046524296,5.524909737339978,0.0,
NMK.2018.0430,278878,557768,0.5185443460941315,0.7549999952316284,0.5670323371887207,0.2219937150367719,0.13846968981019872,nan,0.8416456395609588,0.8494724260464311,0.6237550003938718,0.575593247809906,0.0045479288081251975,0.007794032281249019,0.00804308376779321,0.5654459084880348,5.520284977442263,0.0,
NMK.2018.0468,622998,1247102,0.7006799578666687,0.8050000071525574,0.6620736420154572,0.3734408972496618,0.2610209036530476,nan,1.966579698954492,0.8204994897297218,0.6989617515795105,0.5243698993268584,0.014959447504697722,0.019843116455578402,0.021348881677592156,0.7007134017890594,5.500775100835382,0.0,
NMK.2018.0486,353319,706696,0.5224630832672119,0.9199999868869781,0.5076036155223846,0.2439878145623089,0.16262403472073406,nan,1.8867550663867974,0.8171697968045799,0.6665252320590938,0.44811452395655565,0.005736961641540121,0.010607878393911868,0.01105202181831793,0.519087071655208,5.27245146773228,0.0,
NMK.2020.0270,451322,902644,0.2898556739091873,0.3739999979734421,0.32898102700710297,0.035663524271897146,0.027423304971689363,0.0009597379504207852,0.32320059936048173,0.8420827086035909,0.7689454570618228,0.45792598679310453,0.0003713086567370637,0.0004333585088216074,0.0004505789079303985,0.8240702132342604,6.145014346535888,1.0,
NMK.2020.0271,210739,421502,0.19414720684289932,0.3799999952316284,0.19333747774362564,0.014263653708165663,0.00876661046167872,0.0014122396752846477,0.17215894947232568,0.7932783702810048,0.6146118407698027,0.4796584171359105,4.180919252195893e-05,9.149451221943827e-05,9.34549655927916e-05,0.44737261692581237,6.087815311008323,1.0,
NMK.2020.0272,229367,458758,0.19323275983333588,0.37299999594688416,0.19069530814886093,0.013744520444613996,0.008853247633075814,0.0014697583766276187,0.18029347095570625,0.792050809683344,0.6441292490888685,0.4508473894797079,4.288714728102459e-05,9.172939809419157e-05,9.402279618534674e-05,0.456135629028532,6.104550934560492,1.0,
NMK.2020.0273,285351,570730,0.20296381413936615,0.37300001084804535,0.2199564203619957,0.016651911854166312,0.008593373874098876,0.002011016737879067,0.20287829026785775,0.8301303462751577,0.5160592939331955,0.47749035648008437,4.0389254941117495e-05,8.651862989026781e-05,8.811706373175168e-05,0.45835906498282264,6.148143822600431,1.0,
NMK.2021.0137,538131,1076280,1.1095437407493591,0.6800000071525574,0.8033427596092224,0.6061138791838848,0.4881325859075039,nan,3.2848011554721914,0.8684049265056796,0.8053479761340568,0.6593835753230695,0.04067701392048915,0.053801325084373346,0.06399436720690939,0.6356342862016346,5.2143789262831834,0.0,
NMK.2021.0149,394521,789048,0.6740110814571381,0.8900000154972076,0.5954350531101227,0.3571835496544672,0.2175922958826155,nan,1.7467253366524513,0.8524815241453076,0.6091890180639906,0.555324399800059,0.010169286540699027,0.014827631129358247,0.017265413556129407,0.5889975648506155,5.353845505433011,0.0,
NMK.2021.0204,346566,693134,0.6902900040149689,0.949999988079071,0.7212791740894318,0.4729972078438691,0.22863780774961728,nan,1.5662271509311034,0.83549577900459,0.48338088250425354,0.5071139121531699,0.00983407364726165,0.0194202004425843,0.020689980539734604,0.4753060849127214,5.344931205531059,0.0,
NMK.2023.0091,671351,1342784,0.6145810484886169,0.7599999904632568,0.7296054065227509,0.3407852540737326,0.2326137479774403,nan,2.0362138425963208,0.8199156352366623,0.682581611724056,0.4935137494110285,0.013322853112925557,0.0157876569508225,0.016487282685881493,0.8080684589907758,5.518126254607401,0.0,
