id;object_id;uuid;tittel;betegnelse;datering;fra_aar;til_aar;hundreaar;produksjonsstad;produsent;materialar;material_kommentar;teknikk;dekorteknikk;maal;hoegde_cm;breidde_cm;djupn_cm;setehoegde_cm;emneord;klassifikasjon;stilperiode;erverving;beskriving;bilde_url;bilde_tal;digitaltmuseum_url;nasjonalmuseet_url;glb_url;lokal_bilde
151;NMK.2016.0137.004;be151522-2be9-4567-940a-751398810694;Ekstrem Maestro;"Stol; Ekstrem Maestro; Laminatdel til stol";Mellom 1980 og 2013;1980;2013;2000-talet;Norge, Oslo (fylke), Oslo;Ekstrøm, Terje;Kryssfiner;Formbøyd kryssfinér;Formbøying;;H 102 x B 11 x D 43 cm;102.0;11.0;43.0;;"Industridesign; Møbel; Prototyp";"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;Gave 2016;;https://ms01.nasjonalmuseet.no/iiif/tif/144128.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210614984041;https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2016.0137.004;;bilete/NMK.2016.0137.004.jpg
148;NMK.2016.0137.005;92c7afb2-1e7d-4cf4-b307-3d8b58b8d996;Ekstrem Maestro;"Stol; Ekstrem Maestro; Laminatdel til stol";Mellom 1980 og 2013;1980;2013;2000-talet;Norge, Oslo (fylke), Oslo;Ekstrøm, Terje;Kryssfiner;Formbøyd kryssfinér;Formbøying;;H 85 x B 13 x D 38,5 cm;85.0;13.0;38.5;;"Industridesign; Møbel; Prototyp";"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;Gave 2016;;https://ms01.nasjonalmuseet.no/iiif/tif/144127.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210614984055;https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2016.0137.005;;bilete/NMK.2016.0137.005.jpg
159;NMK.2016.0137.006;f758f163-d3ae-48ed-85e3-f2988132de25;Ekstrem Maestro;"Stol; Ekstrem Maestro; Laminatdel til stol";Mellom 1980 og 2013;1980;2013;2000-talet;Norge, Oslo (fylke), Oslo;Ekstrøm, Terje;Kryssfiner;Formbøyd kryssfinér;Formbøying;;H 122 x B 13,7 x D 45 cm;122.0;13.7;45.0;;"Industridesign; Møbel; Prototyp";"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;Gave 2016;;https://ms01.nasjonalmuseet.no/iiif/tif/144126.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210614984117;https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2016.0137.006;;bilete/NMK.2016.0137.006.jpg
149;NMK.2016.0139;53de850f-0fff-451c-bb66-80542c35787e;Ekstrem Puzzle;"Sofa; Ekstrem Puzzle; Prototyp til modulsofa";1985;1985;1985;2000-talet;Norge, Oslo (fylke), Oslo;Ekstrøm, Terje;"Polyuretan; Tekstil; Møbelplate; Metall; Plast";Lakkert tre, plast og bøyd metall, polstret med polyuretan og trukket med tekstil;"Polstring; Fargelakkering; Formbøying";;H 45 cm (setehøyde) / L 100 cm (største lengdemål på enkelmodul);45.0;;;;"Møbel; Industridesign; Prototyp";"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;Gave 2016;;"https://ms01.nasjonalmuseet.no/iiif/tif/143244.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/143232.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/143233.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/143234.tif/full/4000,/0/default.jpg";4;https://digitaltmuseum.org/0210614982341;https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2016.0139;;bilete/NMK.2016.0139.jpg
146;NMK.2005.0640;6d2986aa-d6f3-4d59-9539-06d4cf72c1c5;Omfavnelse;"Stol; Cylindra; Stol med pute";1986;1986;1986;2000-talet;Norge, Norge;Opsvik, Peter;"Ask; Skumplast; Kryssfiner; Ull";Bemalt og fargelakkert ask, skåret dekor, kryssfiner, skumplast polstring med ulltrekk;"Liming; Skruing; Polstring; Lavt relieff; Bemaling; Fargelakkering";;H 107 x ⌀ 62 cm;107.0;;;;"Møbel; Design";"322.48 (Møbeldesign); 352.1 (Sittemøbler); 531.46 (Møbelkunst)";;Ervervet mellom 2003 og 2005;;https://ms01.nasjonalmuseet.no/iiif/tif/34680.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210614966843;https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2005.0640;;bilete/NMK.2005.0640.jpg
111;OK-1989-0094;8b01408e-cad4-4d9a-9ccc-0a6d147f15c9;Stol;Stol;1988;1988;1988;2000-talet;Norge, Vestland, Bergen;Engen, Elisabeth;Furu;Fernissert og sortbeiset furu;"Plugging; Beising; Fernissering";;H 111 x B 48 x D 43 cm;111.0;48.0;43.0;;"Møbel; Design";"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;Gave 1988;;https://ms01.nasjonalmuseet.no/iiif/tif/07087.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615062880;https://www.nasjonalmuseet.no/samlingen/objekt/OK-1989-0094;;bilete/OK-1989-0094.jpg
153;NMK.2016.0144;fb1201ae-cf03-47bd-8fc9-8445b64db5e5;Ekstrem-elevpult og stol;"Skrivebord; Prototyp til kombinert skolepult og stol";1997;1997;1997;2000-talet;Norge, Oslo (fylke), Oslo;Ekstrøm, Terje;"Finer; Stålrør";Sete og bordplate i laminert finer, festet i stativ av lakkerte stålrør;"Saging; Sveising; Fargelakkering";;H 91 x B 69 x D 112 cm;91.0;69.0;112.0;;"Prototyp; Møbel; Industridesign";"322.48 (Møbeldesign); 352.1 (Sittemøbler); 872 (Skoleundervisning)";;Gave 2016;;https://ms01.nasjonalmuseet.no/iiif/tif/142484.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210614982643;https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2016.0144;;bilete/NMK.2016.0144.jpg
143;NMK.2005.0646;3ced35c6-2376-4d98-a3ae-3544d31d6d0a;Reflex 1;"Stol; Reflex I";1999;1999;1999;2000-talet;Norge, Norge;Opsvik, Peter;"Kryssfiner; Stål; Polyamid; Ask";Beiset, fargelakkert og fernissert kryssfiner og ask med dreid dekor, nylontau og sveiset stål.;"Sveising; Fargelakkering; Beising; Fernissering; Dreiing";;H 120 x B 81 x D 80 cm;120.0;81.0;80.0;;"Møbel; Design; Prototyp";352.1 (Sittemøbler);;Ervervet 2005;;https://ms01.nasjonalmuseet.no/iiif/tif/08736.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210614981143;https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2005.0646;;bilete/NMK.2005.0646.jpg
147;NMK.2005.0661;d0c9307a-6faf-4316-aba4-c0330845c3ad;mann;"Stol; Swing4";1999;1999;1999;2000-talet;Norge, Norge;Opsvik, Peter;"Kryssfiner; Polyamid; Stål; Ask";Stol i beiset, fargelakkert og fernissert kryssfiner og ask med dreid dekor, nylontau og sveiset stål.;"Sveising; Fargelakkering; Beising; Fernissering; Dreiing";;H 121 x B 81 x D 135 cm;121.0;81.0;135.0;;"Møbel; Design; Prototyp";352.1 (Sittemøbler);;Ervervet 2005;;https://ms01.nasjonalmuseet.no/iiif/tif/08753.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210614982071;https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2005.0661;;bilete/NMK.2005.0661.jpg
142;NMK.2005.0643;447b2062-df0b-4ee7-8b2a-6d61b3887173;Hund og Dame (prototype);"Taburett; Nomadi; Kan sammensettes som krakk eller skulptur; Bestående av to tre stoler, alle med løse ben";2000;2000;2001;2000-talet;Norge, Norge;Opsvik, Peter;"Lønn; Kryssfiner";Sammensatt tre;"Bemaling; Dreiing; Laminering; Dreiing";;H 45,7 x L 52,8 x B 36,5 cm;45.7;36.5;;;"Møbel; Design";"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;Gave 2005;;https://ms01.nasjonalmuseet.no/iiif/tif/125120.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615075227;https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2005.0643;;bilete/NMK.2005.0643.jpg
144;NMK.2005.0645;61dc0bfa-e8e7-4009-b817-8fdf563e4a00;Motion;"Stol; Motion";2000;2000;2000;2000-talet;Norge, Norge;Opsvik, Peter;"Bøk; Metall; Gummi/plast";Fargelakkert bøk og metall, plast;"Skruing; Fargelakkering; Laminering; Formbøying";;H 89,5 x B 44,5 x D 60 cm;89.5;44.5;60.0;;"Møbel; Design";352.1 (Sittemøbler);;Ervervet 2005;;https://ms01.nasjonalmuseet.no/iiif/tif/08733.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210614981975;https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2005.0645;;bilete/NMK.2005.0645.jpg
158;NMK.2005.0593;11f24cd0-482c-4b33-a5ff-c3fb97cafad5;Sittingpapp;"Taburett; Pappstol";2001;2001;2001;2000-talet;Norge, Norge;K8 industridesign;Papp;Sammensatte deler av papp;"Bretting; Sammenføyning";;H 50,5 x B 56,5 x D 40,5 cm;50.5;56.5;40.5;;"Møbel; Design";"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;Gave 2005;;https://ms01.nasjonalmuseet.no/iiif/tif/70660.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210614981637;https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2005.0593;;bilete/NMK.2005.0593.jpg
145;NMK.2005.0591;2d9334a6-4561-4ba5-b43d-ad3d85a5e92e;Break;"Sofa; Break";2004;2004;2004;2000-talet;Norge, Norge;Norway Says;"Ull; Metall; Tre";Stofftrukket bøyetre med skum og understell i metall.;Polstring;;H 76 x L 184 x D 67 cm;76.0;;67.0;;"Møbel; Design; Prototyp";"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;Gave 2005;;"https://ms01.nasjonalmuseet.no/iiif/tif/140148.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/140149.tif/full/4000,/0/default.jpg";2;https://digitaltmuseum.org/0210614982097;https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2005.0591;;bilete/NMK.2005.0591.jpg
156;NMK.2016.0142;818be345-0cf3-4f70-adb3-98a6b29b6ca0;Mini version 2;"Stol; Prototyp til stol";2005;2005;2005;2000-talet;Norge, Oslo (fylke), Oslo;Ekstrøm, Terje;"Finer; Skum; Metall";Formbøyd, laminert tre, sete av skumputer;Formbøying;;H 103,5 x B 38 x D 35 cm;103.5;38.0;35.0;;"Møbel; Industridesign; Prototyp";"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;Gave 2016;;https://ms01.nasjonalmuseet.no/iiif/tif/142184.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210614967539;https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2016.0142;;bilete/NMK.2016.0142.jpg
