id;object_id;uuid;tittel;betegnelse;datering;fra_aar;til_aar;hundreaar;produksjonsstad;produsent;materialar;material_kommentar;teknikk;dekorteknikk;maal;hoegde_cm;breidde_cm;djupn_cm;setehoegde_cm;emneord;klassifikasjon;stilperiode;erverving;beskriving;bilde_url;bilde_tal;digitaltmuseum_url;nasjonalmuseet_url;glb_url;lokal_bilde
27;OK-2003-0101A;a04d160d-eddb-469f-9f40-7fb3dbe6a3f3;Barnestol;"Barnestol; Barnestol, tre deler";1968 (design) 2002 ;;;;Norge, Akershus, Vestby;Meyer, Terje;Papp;Bemaling på papp;Bemaling;;H 26,2 x ⌀ 31 cm;26.2;;;;"Møbel; Design";352.1 (Sittemøbler);;Gave 2003;;https://ms01.nasjonalmuseet.no/iiif/tif/140125.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615046606;https://www.nasjonalmuseet.no/samlingen/objekt/OK-2003-0101A;;bilete/OK-2003-0101A.jpg
43;OK-05510;2fd6e29a-ea5e-4309-9963-170525ab56a4;Stolpestol fra Baldishol;"Armstol; Stolpestol";Antakelig første halvdel 1200-tallet;1200;1220;1300-talet;Norge, Norge;;"Bjørk; Gran";Stolpekonstruksjon med dreid bjørk, flater i gran, beiset og fernissert;"Dreiing; Plugging; Tapping; Fernissering; Beising";;H 98 x B 64 x D 54 cm;98.0;64.0;54.0;;"Møbel; Kunstindustri";"322 (Trearbeid); 322.41 (Møbelsnekring); 322.52 (Dreier, tredreier); 352.1 (Sittemøbler)";;Kjøpt 1891;;"https://ms01.nasjonalmuseet.no/iiif/tif/35730.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/35729.tif/full/4000,/0/default.jpg";2;https://digitaltmuseum.org/0210615052628;https://www.nasjonalmuseet.no/samlingen/objekt/OK-05510;;bilete/OK-05510.jpg
74;OK-17303;fe7b7d3f-183c-48b1-81ca-a767533b06a3;Armstol;"Armstol; stolpestol";Ca. 1500;1500;1500;1600-talet;Norge, Norge;;Furu;Bemalt, lasert og voksbonet furu med dreid, skåret og punslet dekor.;"Lasering; Bemaling; Tapping; Voksboning; Dreiing; Punsling; Treskjæring; Profilering; Treskjæring";;H 117 x B 70 x D 44,5 cm;117.0;70.0;44.5;;Møbel;"352.1 (Sittemøbler); 322.5 (Tredreiing); 322.48 (Møbeldesign)";;Ervervelsesopplysninger under arbeid;;"https://ms01.nasjonalmuseet.no/iiif/tif/07571.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/07572.tif/full/4000,/0/default.jpg";2;https://digitaltmuseum.org/0210615058170;https://www.nasjonalmuseet.no/samlingen/objekt/OK-17303;;bilete/OK-17303.jpg
170;OK-04953;1e78e0b1-e313-44af-9c2c-5a5cf0c65bcc;Stol;Stol;Mellom 1600-1750;1600;1750;1700-talet;Norge, Nord, Gudbrandsdal;;"Bjørk; Jern; Furu";Bjørk med skåret dekor, sammenføyd med tapper.;"Treskurd; Tapping; Spikring; Flatskurd";;H 93 x B 47 x D 44,5 cm;93.0;47.0;44.5;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;kjøpt 1897;;"https://ms01.nasjonalmuseet.no/iiif/tif/07306.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/07245.tif/full/4000,/0/default.jpg";2;https://digitaltmuseum.org/0210615049278;https://www.nasjonalmuseet.no/samlingen/objekt/OK-04953;;bilete/OK-04953.jpg
177;OK-05538;a4fffdf4-e6ff-4dfb-b7dd-d05cf18318eb;Armstol;Armstol;1650-1669;1650;1669;1700-talet;Norge, Norge;;"Bøk; Lær";Bøk med skåret og dreid dekor, gyllenlærstrekk;"Gyllenlærfremstilling; Figurskjæring; Høyt relieff; Polstring; Dreiing; Tapping; Plugging; Beising; Fernissering";;H 116 x B 62 x D 73 cm;116.0;62.0;73.0;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;Kjøpt 1896;;https://ms01.nasjonalmuseet.no/iiif/tif/07414.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615051708;https://www.nasjonalmuseet.no/samlingen/objekt/OK-05538;;bilete/OK-05538.jpg
58;OK-05554;4ffbdf5d-0e40-43b8-a1eb-b6ac84924b15;Stol;Stol;1650-tallet;1650;1659;1700-talet;Norge, Norge;;"Bøk; Lær";Bøk med skåret og dreid dekor, lærtrekk.;"Dreiing; Polstring; Relieffskjæring; Tapping; Plugging; Beising; Fernissering";;H 103,5 x B 48 x D 49,5 cm;103.5;48.0;49.5;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;Gave 1895;;https://ms01.nasjonalmuseet.no/iiif/tif/09086.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615051916;https://www.nasjonalmuseet.no/samlingen/objekt/OK-05554;;bilete/OK-05554.jpg
79;OK-15700;da63f575-6c81-46b4-8bb8-15ecda0ccd9d;Armstol;Armstol;ca. 1650;1650;1650;1700-talet;Norge, Norge;;"Lønn; Lær";Lønn med skåret og dreid dekor og lærtrekk.;"Dreiing; Polstring; Ornamentskjæring; Figurskjæring; Profilering";;H 99 x B 61,5 x D 49,5 cm;99.0;61.5;49.5;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;Gave 1958;;https://ms01.nasjonalmuseet.no/iiif/tif/07201.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615058428;https://www.nasjonalmuseet.no/samlingen/objekt/OK-15700;;bilete/OK-15700.jpg
98;OK-1972-0002;b79bb5fd-f3c9-49d0-8440-59d01081f52b;Armstol;Armstol;1660-1680;1660;1680;1700-talet;Norge, Norge;Ukjent;"Bøk; Messing; Silke";Fernissert bøk med dreid og skåret dekor, trekk i silkedamask.;"Fernissering; Damask; Dreiing; Innfelling; Polstring; Gjennombrutt utskjæring; Lavt relieff";;H 109,3 x B 62 x D42 cm;109.3;62.0;42.0;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;Gave 1972;;https://ms01.nasjonalmuseet.no/iiif/tif/07503.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615060930;https://www.nasjonalmuseet.no/samlingen/objekt/OK-1972-0002;;bilete/OK-1972-0002.jpg
53;OK-02274;f48a2a0b-5e26-4bf9-b429-28de9aaedd2e;Stol;"Stol; Gyldenlærstol";Slutten av 1600-tallet;1680;1700;1700-talet;Norge, Norge;Torleifsen Ødven, Magnus;"Ask; Strie; Messing; Lær; Kryssfiner";Relieffskåret ask og gyldenlær;"Gyllenlærfremstilling; Tapping; Plugging; Polstring; Gjennombrutt utskjæring; Relieffskjæring; Fernissering; Beising";;H 137 x B 59 x D 63 cm;137.0;59.0;63.0;;Møbel;"352.1 (Sittemøbler); 531.33 (Gyldenlærmaker)";;Kjøpt 1884;;https://ms01.nasjonalmuseet.no/iiif/tif/94778.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615047504;https://www.nasjonalmuseet.no/samlingen/objekt/OK-02274;;bilete/OK-02274.jpg
4;OK-02465;83d0bed0-ace5-4023-87eb-cbf311e25e67;Lenestol;"Lenestol; Lænestol";mellom 1690-1710;1690;1710;1700-talet;Norge, Norge;Ukjent;"Bøk; Messing; Lær; Lin";Bøk med skåret og dreid dekor, gyllenlærstrekk.;"Dreiing; Gyllenlærfremstilling; Polstring; Gjennombrutt utskjæring; Lavt relieff; Figurskjæring; Tapping; Plugging; Fernissering";;H 151 x B 89 x D 86 cm;151.0;89.0;86.0;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;Kjøpt 1885;;"https://ms01.nasjonalmuseet.no/iiif/tif/07243.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/00076.tif/full/4000,/0/default.jpg";2;https://digitaltmuseum.org/0210615049022;https://www.nasjonalmuseet.no/samlingen/objekt/OK-02465;;bilete/OK-02465.jpg
50;OK-02780;77efe470-30b2-4f67-8820-e30509731e11;Armstol;Armstol;Begynnelsen av 1700-tallet;1700;1729;1800-talet;Norge, Norge;Ukjent;"Ask; Or; Lær";Ask og or, skåret og dreid dekor, gyllenlærstrekk.;"Gyllenlærfremstilling; Dreiing; Polstring; Gjennombrutt utskjæring; Figurskjæring; Lavt relieff; Tapping; Spikring; Voksboning; Lasering";;H 128,5 x B 68 x D 60 cm;128.5;68.0;60.0;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;Kjøpt 1886;;https://ms01.nasjonalmuseet.no/iiif/tif/07302.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615047680;https://www.nasjonalmuseet.no/samlingen/objekt/OK-02780;;bilete/OK-02780.jpg
52;OK-02781;26826bcb-a529-442a-8ce4-311913806fc4;Stol;"Stol; Gyldenlærstol";Begynnelsen av 1700-tallet;1700;1729;1800-talet;Norge, Norge;Ukjent;"Ask; Or; Lær; Lin";Ask og or med skåret og dreid dekor, gyllenlærstrekk;"Dreiing; Gyllenlærfremstilling; Polstring; Figurskjæring; Gjennombrutt utskjæring; Relieffskjæring; Tapping; Plugging; Lasering";;H 126 x B 53,5 x D 53,5 cm;126.0;53.5;53.5;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler); 531.33 (Gyldenlærmaker)";;Kjøpt 1886;;https://ms01.nasjonalmuseet.no/iiif/tif/07303.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615049546;https://www.nasjonalmuseet.no/samlingen/objekt/OK-02781;;bilete/OK-02781.jpg
51;OK-02782;f77a8242-ebac-494f-8c4e-b1c8e3edf4e8;Stol;Stol;begynnelsen av 1700-tallet;1700;1729;1800-talet;Norge, Norge;Ukjent;"Ask; Or; Lær";Ask og or med dreid og skåret dekor, gyllenlærstrekk;"Gyllenlærfremstilling; Dreiing; Polstring; Gjennombrutt utskjæring; Figurskjæring; Relieffskjæring; Tapping; Plugging; Lasering";;H 126,5 x B 54,5 x D 54,5 cm;126.5;54.5;54.5;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;kjøpt 1886;;https://ms01.nasjonalmuseet.no/iiif/tif/07407.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615049460;https://www.nasjonalmuseet.no/samlingen/objekt/OK-02782;;bilete/OK-02782.jpg
22;OK-03077;f8164175-2b3b-4583-98fd-2be8c696a0f4;Stol;Stol;Ca. 1700;1700;1700;1800-talet;Norge, Norge;;"Bjørk; Lin; Lær";Brunmalt bjørk med skåret dekor, gyllenlærstrekk.;"Bemaling; Gyllenlærfremstilling; Gjennombrutt utskjæring; Figurskjæring; Polstring; Tapping; Dreiing";;H 112 x B 53,5 x D 52,5 cm;112.0;53.5;52.5;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler); 531.33 (Gyldenlærmaker)";;Testamentarisk gave, innkommet 1889;;https://ms01.nasjonalmuseet.no/iiif/tif/07142.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615049870;https://www.nasjonalmuseet.no/samlingen/objekt/OK-03077;;bilete/OK-03077.jpg
54;OK-03078;d9632651-4a42-4f7f-b604-fc2e3a8089f8;Stol;Stol;Ca. 1700;1700;1700;1800-talet;Norge, Norge;;"Bjørk; Lær";Brunmalt bjørk med skåret dekor, gyllenlærstrekk.;"Bemaling; Gyllenlærfremstilling; Gjennombrutt utskjæring; Figurskjæring; Polstring; Tapping";;H 112 x B 53 x D 53 cm;112.0;53.0;53.0;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler); 531.33 (Gyldenlærmaker)";;Testamentarisk gave, innkommet 1889;;"https://ms01.nasjonalmuseet.no/iiif/tif/09102.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/07409.tif/full/4000,/0/default.jpg";2;https://digitaltmuseum.org/0210615050110;https://www.nasjonalmuseet.no/samlingen/objekt/OK-03078;;bilete/OK-03078.jpg
55;OK-03080;cdfdef88-af24-4177-9f06-dd5721895e7b;Stol;Stol;Ca. 1700;1700;1700;1800-talet;Norge, Norge;;"Or; Lin; Lær";Rødmalt or med skåret dekor, gyllenlærstrekk.;"Bemaling; Gyllenlærfremstilling; Innfelling; Gjennombrutt utskjæring; Figurskjæring; Relieffskjæring; Polstring";;H 120,5 x B 50 x D 47 cm;120.5;50.0;47.0;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler); 531.33 (Gyldenlærmaker)";;Testamentarisk gave, innkommet 1889;;https://ms01.nasjonalmuseet.no/iiif/tif/07411.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615049992;https://www.nasjonalmuseet.no/samlingen/objekt/OK-03080;;bilete/OK-03080.jpg
180;OK-05552;4c706c12-8fbb-4ef9-bf7d-c954e6e6895d;Armstol;Armstol;Ca. 1700;1700;1700;1800-talet;Norge, Norge;;"Bjørk; Lin; Furu; Lær";Bjørk og furu med skåret og dreid dekor, gyllenlærstrekk;"Gyllenlærfremstilling; Innfelling; Dreiing; Figurskjæring; Profilering; Polstring";;H 128 x B 62,5 x D 47 cm;128.0;62.5;47.0;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;kjøpt 1896;;"https://ms01.nasjonalmuseet.no/iiif/tif/OK-05552.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/07251.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/OK-05552.tif/full/4000,/0/default.jpg";3;https://digitaltmuseum.org/0210615051312;https://www.nasjonalmuseet.no/samlingen/objekt/OK-05552;;bilete/OK-05552.jpg
178;OK-05553;c6713135-dbd9-456f-9269-52fac5041a88;Stol;Stol;Ca. 1700;1700;1700;1800-talet;Norge, Norge;;"Bjørk; Furu; Lær";Bjørk og furu med skåret og dreid dekor, gyllenlærstrekk.;"Gyllenlærfremstilling; Innfelling; Dreiing; Figurskjæring; Gjennombrutt utskjæring; Polstring";;H 125 x B 47 x D 40 cm;125.0;47.0;40.0;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;kjøpt 1896;;https://ms01.nasjonalmuseet.no/iiif/tif/07152.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615051800;https://www.nasjonalmuseet.no/samlingen/objekt/OK-05553;;bilete/OK-05553.jpg
179;OK-07280;1700f103-3166-4c73-ba03-0f0df67162af;Stol;"Stol; Stol med løst sete";Første halvdel av 1700-tallet;1700;1749;1800-talet;Norge, Norge;;"Ask; Silke; Bøk";Beiset stol i ask med skåret og dreid dekor og setetrekk i silkefløyel.;"Beising; Polstring; Innfelling; Dreiing; Profilering; Treskjæring; Fernissering";;H 105 x B 55 x D 42 cm;105.0;55.0;42.0;;Møbel;352.1 (Sittemøbler);;Kjøpt 1912;;https://ms01.nasjonalmuseet.no/iiif/tif/07261.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615051100;https://www.nasjonalmuseet.no/samlingen/objekt/OK-07280;;bilete/OK-07280.jpg
56;OK-07611;9f5ec049-f80d-45e2-ae2b-4b539edd838c;Stol;Stol;Første halvdel av 1700-tallet;1700;1749;1800-talet;Norge, Norge;Ukjent;"Bøk; Skinn/lær/pergament, gyllenlær; Lin";Beiset og fernissert bøk med dreide og profilerte komponenter og skåret dekor. Rygg og sete trukket med gyldenlær.;"Tapping; Polstring; Plugging; Beising; Fernissering; Gyllenlærfremstilling; Dreiing; Profilering; Relieffskjæring";;H 112,5 x B 48 x D 47,5 cm;112.5;48.0;47.5;;Møbel;352.1 (Sittemøbler);;Kjøpt 1907;;https://ms01.nasjonalmuseet.no/iiif/tif/35918.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615051640;https://www.nasjonalmuseet.no/samlingen/objekt/OK-07611;;bilete/OK-07611.jpg
59;OK-07968;f466faf6-38f7-490d-9f44-34d5534eb8c3;Stol;Stol;begynnelsen av 1700-tallet;1700;1729;1800-talet;Norge, Norge;Ukjent;"Bøk; Lær";Bøk med skåret og dreid dekor, gyllenlærstrekk.;"Gyllenlærfremstilling; Dreiing; Gjennombrutt utskjæring; Profilering; Tapping; Plugging; Fernissering";;H 125 x B 46 x D 53 cm;125.0;46.0;53.0;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;Kjøpt 1908;;https://ms01.nasjonalmuseet.no/iiif/tif/07267.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615052438;https://www.nasjonalmuseet.no/samlingen/objekt/OK-07968;;bilete/OK-07968.jpg
62;OK-08745;501189b5-09bf-49d6-9b1f-52321ba13bfb;Stol;Stol;Ca. 1700;1700;1700;1800-talet;Norge, Hallingdal;;"Bjørk; Furu";Gulmalt bjørk og furu med skåret dekor, tappet;"Bemaling; Tapping; Gjennombrutt utskjæring";;H 76 cm x B 53 cm x D 28 cm;76.0;53.0;28.0;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler); 322 (Trearbeid)";;Kjøpt 1913;;https://ms01.nasjonalmuseet.no/iiif/tif/07317.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615057622;https://www.nasjonalmuseet.no/samlingen/objekt/OK-08745;;bilete/OK-08745.jpg
137;OK-08803;3bd56f1c-93cf-42af-af64-a22a5f1bfcad;Stol;Stol;1700-tallet;1700;1799;1800-talet;Norge, Hallingdal;Ukjent;"Bjørk; Furu";Bjørk med skåret og bemalt dekor.;"Bemaling; Innfelling; Relieffskjæring; Gjennombrutt utskjæring";;H 72,5 x B 60,5 x D 44 cm;72.5;60.5;44.0;;"Møbel; Kunstindustri";352.1 (Sittemøbler);;Kjøpt 1915;;https://ms01.nasjonalmuseet.no/iiif/tif/07518.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615055542;https://www.nasjonalmuseet.no/samlingen/objekt/OK-08803;;bilete/OK-08803.jpg
10;OK-09691;227bdb37-6c6f-431a-b0aa-eb3fa6b454b7;Armstol;Armstol;Ca. 1700;1700;1700;1800-talet;Norge, Norge;;"Bøk; Eik; Skinn/lær/pergament; Messing";Høyrygget stol med dreid stolpekonstruksjon og gjennombrutte utskjæringer utført i bøk. Sete og rygg trukket i lær.;"Polstring; Dreiing; Relieffskjæring; Gjennombrutt utskjæring; Tapping; Plugging; Beising; Fernissering";;H 124,8 x B 63,5 x D 61 cm;124.8;63.5;61.0;;Møbel;352.1 (Sittemøbler);;"Testamentarisk gave, innkommet 1923";;https://ms01.nasjonalmuseet.no/iiif/tif/35735.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615056808;https://www.nasjonalmuseet.no/samlingen/objekt/OK-09691;;bilete/OK-09691.jpg
14;OK-10862;7a61dbb3-0bbe-440c-915d-6f3fa9e4b7dd;Møblement;"Møblement; Syv stoler";Første halvdel av 1700-tallet;1700;1749;1800-talet;Norge, Norge;;"Bøk; Lær; Messing";Bøk med skåret dekor og lærtrekk;"Polstring; Tapping; innfelling, trenagler; Plugging; Dreiing; Relieffskjæring; Profilering";;H 116 cm;116.0;;;;Møbel;"352.1 (Sittemøbler); 322.48 (Møbeldesign)";;Testamentarisk gave, innkommet 1937;;"https://ms01.nasjonalmuseet.no/iiif/tif/07185.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/07186.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/08303.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/94798.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/08304.tif/full/4000,/0/default.jpg";5;https://digitaltmuseum.org/0210615054160;https://www.nasjonalmuseet.no/samlingen/objekt/OK-10862;;bilete/OK-10862.jpg
12;OK-10862A;30e7a91e-c2c1-4821-be94-4a08c5182a0c;Stol;Stol;Første halvdel av 1700-tallet;1700;1749;1800-talet;Norge, Norge;;"Bøk; Messing; Lær";Bøk med skåret dekor og lærtrekk;"Relieffskjæring; Profilering; Polstring; Plugging; Tapping; Dreiing";;H 115 x B 50 x D 50 cm;115.0;50.0;50.0;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;Testamentarisk gave, innkommet 1937;;https://ms01.nasjonalmuseet.no/iiif/tif/07185.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615054462;https://www.nasjonalmuseet.no/samlingen/objekt/OK-10862A;;bilete/OK-10862A.jpg
17;OK-10862E;cb277ebb-6f9f-4ef8-ae67-08b4b4157401;Stol;Stol;Første halvdel av 1700-tallet;1700;1749;1800-talet;Norge, Norge;;"Bøk; Messing; Lær";Bøk med skåret dekor og lærtrekk;"Polstring; Profilering; Relieffskjæring; Plugging; Tapping; Dreiing";;H 115 x B 50 x D 50 cm;115.0;50.0;50.0;;Møbel;"322.48 (Møbeldesign); 352.1 (Sittemøbler)";;Testamentarisk gave, innkommet 1937;;https://ms01.nasjonalmuseet.no/iiif/tif/08304.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615054314;https://www.nasjonalmuseet.no/samlingen/objekt/OK-10862E;;bilete/OK-10862E.jpg
45;OK-10862G;cf8e9443-05bb-48cf-9de3-6bc4aef886cd;Armstol;Armstol;Første halvdel av 1700-tallet;1700;1749;1800-talet;Norge, Norge;;"Bøk; Lær; Messing";Bøk med skåret dekor og lærtrekk;"Polstring; Plugging; Tapping; Dreiing; Relieffskjæring; Profilering; innfelling, trenagler";;H 116,3 cm x B 66 x D 62,5 cm;116.3;66.0;62.5;;Møbel;"352.1 (Sittemøbler); 322.48 (Møbeldesign)";;Testamentarisk gave, innkommet 1937;;https://ms01.nasjonalmuseet.no/iiif/tif/94798.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615053770;https://www.nasjonalmuseet.no/samlingen/objekt/OK-10862G;;bilete/OK-10862G.jpg
132;OK-11527B;643fe945-1277-4ab1-8270-aab1c7783cc6;Stol;Stol;Ca. 1700;1700;1700;1800-talet;Norge, Norge;;"Eik; Lær";Eik med relieffskåret dekor, dels gjennombrutt, gyllenlærstrekk, bemalt, metallnagler;"Gjennombrutt utskjæring; Relieffskjæring; Dreiing; Fernissering; Tapping; Plugging; Polstring; Gyllenlærfremstilling; Liming; Beising";;H 132,5 x B 55 x D 66 cm;132.5;55.0;66.0;;Møbel;"352.1 (Sittemøbler); 322.4 (Møbelfagene); 531.33 (Gyldenlærmaker)";;Testamentarisk gave, innkommet 1946;;"https://ms01.nasjonalmuseet.no/iiif/tif/94809.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/94808.tif/full/4000,/0/default.jpg";2;https://digitaltmuseum.org/0210615055158;https://www.nasjonalmuseet.no/samlingen/objekt/OK-11527B;;bilete/OK-11527B.jpg
100;OK-11528B;20a3cb55-5574-47a1-82db-bb8ee1e9ced1;Stol;Stol;Ca. 1700;1700;1700;1800-talet;Norge, Norge;;"Bjørk; Kryssfiner; Lær";Bjørk, relieffskåret, dels gjennombrutt dekor, bemalt gyllenlærstrekk (sekundært), metallstifter;"Tapping; Plugging; sprikring; Liming; Polstring; Gjennombrutt utskjæring; Relieffskjæring; Dreiing; Profilering; Voksboning; Beising; Gyllenlærfremstilling";;H 123 cm x B 52 cm x D 55 cm;123.0;52.0;55.0;;Møbel;"352.1 (Sittemøbler); 322.4 (Møbelfagene); 531.33 (Gyldenlærmaker)";;Testamentarisk gave, innkommet 1946;;"https://ms01.nasjonalmuseet.no/iiif/tif/94813.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/94812.tif/full/4000,/0/default.jpg";2;https://digitaltmuseum.org/0210615055254;https://www.nasjonalmuseet.no/samlingen/objekt/OK-11528B;;bilete/OK-11528B.jpg
32;OK-11529A;40eb3ec7-527f-4cf0-bada-87615087db0b;Stol;Stol;Ca. 1700;1700;1700;1800-talet;Norge, Norge;;"Lær; Eik; Bjørk";Eik med relieff- og gjennombrutt utskjæring, gyllenlærstrekk;"Polstring; Gjennombrutt utskjæring; Relieffskjæring; Dreiing; Profilering; Gyllenlærfremstilling; Plugging; Tapping; Beising";;H 136 cm x B 56,5 cm x D 57 cm;136.0;56.5;57.0;;Møbel;"352.1 (Sittemøbler); 531.33 (Gyldenlærmaker)";;Gave 1946;;"https://ms01.nasjonalmuseet.no/iiif/tif/94815.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/94814.tif/full/4000,/0/default.jpg";2;https://digitaltmuseum.org/0210615045172;https://www.nasjonalmuseet.no/samlingen/objekt/OK-11529A;;bilete/OK-11529A.jpg
28;OK-11529B;dfc2cb3d-44cb-4f9a-8c92-803e25fa30a7;Stol;"Stol; To stoler";Ca. 1700;1700;1700;1800-talet;Norge, Norge;;"Lær; Bjørk; Eik";Eik med relieff- og gjennombrutt utskjæring, gyllenlærstrekk;"Tapping; Plugging; Polstring; Gyllenlærfremstilling; Gjennombrutt utskjæring; Relieffskjæring; Dreiing; Fernissering; Beising";;H 136,5 cm x B 55 cm x D 57 cm;136.5;55.0;57.0;;Møbel;"352.1 (Sittemøbler); 531.33 (Gyldenlærmaker)";;Gave 1946;;"https://ms01.nasjonalmuseet.no/iiif/tif/94817.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/94816.tif/full/4000,/0/default.jpg";2;https://digitaltmuseum.org/0210615045488;https://www.nasjonalmuseet.no/samlingen/objekt/OK-11529B;;bilete/OK-11529B.jpg
173;OK-11796;c2c1ea6c-2274-4c6e-b1d7-d5cf14393dae;Stol;Stol;Ca. 1700;1700;1700;1800-talet;Norge, Norge;;"Ull; Bøk; Bomull; Furu";Malt og bronsert bøk med skåret og dreid dekor og trekk i petit point;"Bronsering; Bemaling; Gjennombrutt utskjæring; Relieffskjæring; Figurskjæring; Tapping; Plugging; Dreiing; Polstring; Billedvev";;H 104,5 x B 50 x D 47 cm;104.5;50.0;47.0;;Møbel;"352.1 (Sittemøbler); 322.4 (Møbelfagene); 531.41 (Treskjæring); 286.8 (Søm og broderi)";;Gave 1948;;"https://ms01.nasjonalmuseet.no/iiif/tif/94818.tif/full/4000,/0/default.jpg; https://ms01.nasjonalmuseet.no/iiif/tif/32296.tif/full/4000,/0/default.jpg";2;https://digitaltmuseum.org/0210615054444;https://www.nasjonalmuseet.no/samlingen/objekt/OK-11796;;bilete/OK-11796.jpg
172;OK-11796B;ef3226ac-5c18-4d2f-b4ec-987cd1213054;Stolsete;Stolsete;Ca. 1700;1700;1700;1800-talet;Norge, Norge;;"Ull; Bomull; Furu";Seteramme av furu, polstret og trukket med ull i petit point;"Polstring; Innfelling; Billedvev";;H 13 x B 46 x D 37 cm;13.0;46.0;37.0;;Møbel;"352.1 (Sittemøbler); 286.86 (Broderi, tellesøm)";;Gave 1948;;https://ms01.nasjonalmuseet.no/iiif/tif/94818.tif/full/4000,/0/default.jpg;1;https://digitaltmuseum.org/0210615054916;https://www.nasjonalmuseet.no/samlingen/objekt/OK-11796B;;bilete/OK-11796B.jpg
